PUBLICATION_DATE,UID,SITE_ID,UNIQUE_ID,AG_ECO3,AG_ECO3_NM,AG_ECO9,AG_ECO9_NM,AREA_CAT6,AREA_HA,BORD_LAKE,CNTYNAME,COMID,DES_FTYPE,ELEVATION,EPA_REG,EVAL_CAT,FCODE,FED_NONFED,FEOW_ID,FRAME07,FRAME12,FRAME17,FRAME17_ID,FRAME17_IDs,FRAME22_ID,FS_EW,FTYPE,GNIS_ID,GNIS_NAME,HUC2,HUC2_NM,HUC8,HUC8_NM,LAKE_ORGN,LAT_DD83,LON_DD83,MAJ_BAS_NM,MAJ_BASIN,MIS_BAS_NM,MIS_BASIN,MISS_BASIN,NA_L1CODE,NA_L1NAME,NA_L2CODE,NA_L2NAME,NARS_NAME,NES_ID,NES_SITE,OWN_NARS,PERIM_KM,PERM_ID,PSTL_CODE,REACHCODE,SOURCE,STATE_PCT,STATECTY,STATES,TNT_CAT,URBN_NLA07,URBN_NLA17,URBN_NLA22,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,XCOORD,YCOORD,FRAME22,PANEL_USE,PROB_CAT,STRATUM,WGT_CAT_NR,WGT_DSGN,WGT_TP_EXT_NLA,WGT_CAT_NR_NLA,WGT_TP_CORE_NLA,WGT_TP_NES,WGT_CAT_NES,STUDY,DATE_COL,SITESAMP,VISIT_NO,INDEX_LAT_DD,INDEX_LON_DD,INDEX_SITE_DEPTH
8/13/2024,2021497,NLA22_AR-10013,NLA_AR-10038,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,>50,63.21170561,Not_Border,Pulaski,22845467,Lake/Pond: Hydrographic Category = Perennial,78,Region_06,Target_Sampled,39004,Non-Federal,145,Exclude,Exclude,Include2017,298895,298895,469409,Not_USFS,LakePond,74893,Hills Lake,H11,Arkansas-Red-White,H11110207,Lower Arkansas-Maumelle,NATURAL,34.76559,-92.11244,Arkansas-Red-White Region,H11,Arkansas-White-Red Region,H11,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,HILLS LAKE,,N,Non Federal,7.345244741,60995157,AR,R11110207002240,NHDPlusHR,100,F5119,AR,Target,Urban,Urban,Urban,73,Mississippi Alluvial Plain,73h,Arkansas/Ouachita River Holocene Meander Belts,352865.2427,-298990.9923,Include,NLA22_17Over,"(20,50]",AR,"AR_(20,50]",14.93658619,0,"AR_(20,50]",0,0,,NLA,8/16/2022,YES,2,34.772243,-92.120929,1.5
8/13/2024,0,NLA22_AR-10014,NLA_AR-10039,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(4,10]",7.446831736,AR:MO,Craighead,3670318,Lake/Pond: Hydrographic Category = Perennial,73,Region_06,Non_Target,39004,Non-Federal,149,Exclude,Exclude,Include2017,158379,158379,277202,Not_USFS,LakePond,None,None,H08,Lower Mississippi,H08020203,Lower St. Francis,,35.98651,-90.37738,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,,N,Non Federal,4.206128102,91240601,AR,R08020203005684,NHDPlusHR,97.55324296,F5031,AR:MO,NonTarget,Non-Urban,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73c,St. Francis Lowlands,502117.2431,-154701.178,Include,NLA22_17Over,"(10,20]",AR,"AR_(10,20]",11.51240868,85.875,"AR_(10,20]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_AR-10015,NLA_AR-10040,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(10,20]",19.68189,Not_Border,Lawrence,11795725,Lake/Pond: Hydrographic Category = Perennial,78,Region_06,Not_Lake,39004,Non-Federal,147,Exclude,Exclude,Include2017,283979,283979,651566,Not_USFS,LakePond,None,None,H08,Lower Mississippi,H08020302,Cache,,36.04535,-90.91562,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,,N,Non Federal,2.058984899,,AR,R11010013001265,NLA2012Frame Only,100,F5075,AR,NonTarget,Non-Urban,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73g,Western Lowlands Pleistocene Valley Trains,453746.7002,-150829.3272,Excluded,NLA22_17Over,"(10,20]",AR,"AR_(10,20]",11.51240868,85.875,"AR_(10,20]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_AR-10016,NLA_AR-10041,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(20,50]",25.54315,Not_Border,Jefferson,15334250,Lake/Pond: Hydrographic Category = Perennial,58,Region_06,Not_Lake,39004,Non-Federal,149,Exclude,Exclude,Include2017,162524,162524,276868,Not_USFS,LakePond,46555,Big Grassy Brake,H08,Lower Mississippi,H08020401,Lower Arkansas,,34.18909,-91.56508,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,Big Grassy Brake,,N,Non Federal,1.285178415,127721425,AR,R08020401002966,NHDPlusHR,,F5069,AR,NonTarget,Non-Urban,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73i,Arkansas/Ouachita River Backswamps,405521.3829,-361210.9575,Include,NLA22_17Over,"(20,50]",AR,"AR_(20,50]",14.93658619,59.57142857,"AR_(20,50]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_AR-10017,NLA_AR-10042,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,>50,221.5714025,Not_Border,Lonoke,15311079,Lake/Pond: Hydrographic Category = Perennial,62,Region_06,Not_Lake,39004,Non-Federal,149,Exclude,Exclude,Include2017,161850,161850,277996,Not_USFS,LakePond,None,None,H08,Lower Mississippi,H08020402,Bayou Meto,,34.5506,-91.6872,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,,N,Non Federal,9.416567367,127754246,AR,R08020402002463,NHDPlusHR,100,F5085,AR,NonTarget,Non-Urban,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73h,Arkansas/Ouachita River Holocene Meander Belts,392529.0095,-321346.597,Include,NLA22_17Over,>50,AR,AR_>50,26.97680409,33.25,AR_>50,0,0,,NLA,,,,,,
8/13/2024,0,NLA22_AR-10018,NLA_AR-10043,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(10,20]",18.19036,Not_Border,Little River,9541707,Lake/Pond: Hydrographic Category = Perennial,98,Region_06,Target_Denied,39004,Non-Federal,145,Exclude,Exclude,Include2017,309882,309882,658422,Not_USFS,LakePond,None,None,H11,Arkansas-Red-White,H11140106,Pecan-Waterhole,MAN_MADE,33.63998,-94.14226,Arkansas-Red-White Region,H11,Arkansas-White-Red Region,H11,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,None,,N,Non Federal,3.663826389,,AR,R11140106001694,NLA2012Frame Only,100,F5081,AR,Target,Urban,Urban,Urban,35,South Central Plains,35c,Pleistocene Fluvial Terraces,171118.7908,-430362.9571,Excluded,NLA22_17Over,"(10,20]",AR,"AR_(10,20]",11.51240868,85.875,"AR_(10,20]",0,0,,NLA,,,,,,
8/13/2024,2021627,NLA22_AR-10019,NLA_AR-10044,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(10,20]",12.59759901,Not_Border,Calhoun,21953736,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,36,Region_06,Target_Sampled,39009,Non-Federal,145,Exclude,Exclude,Include2017,167887,167887,287315,Not_USFS,LakePond,75038,Mud Lake,H08,Lower Mississippi,H08040201,Lower Ouachita-Smackover,NATURAL,33.3449,-92.52257,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,MUD LAKE,,N,Non Federal,3.884095278,144963951,AR,R08040201003672,NHDPlusHR,100,F5013,AR,Target,Non-Urban,Non-Urban,Non-Urban,35,South Central Plains,35b,Floodplains and Low Terraces,321465.0354,-459108.6527,Include,NLA22_17Over,"(10,20]",AR,"AR_(10,20]",11.51240868,85.875,"AR_(10,20]",128.8125,0,,NLA,8/29/2022,YES,1,33.346009,-92.523277,1.9
8/13/2024,0,NLA22_AR-10006,NLA_AR-10046,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(4,10]",8.474061942,Not_Border,Greene,3666100,Lake/Pond: Hydrographic Category = Perennial,108,Region_06,Target_Denied,39004,Non-Federal,149,Exclude,Exclude,Include2017,158286,158286,272791,Not_USFS,LakePond,None,None,H08,Lower Mississippi,H08020203,Lower St. Francis,,36.17826117,-90.4579101,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,None,,N,Non Federal,1.15364541,91238585,AR,R08020203005651,NHDPlusHR,100,F5055,AR,Target,Non-Urban,Non-Urban,Non-Urban,74,Mississippi Valley Loess Plains,74a,Bluff Hills,493682.2664,-133686.0135,Include,NLA22_22BaseFT,"(4,10]",AR,"AR_(4,10]",1737,262,"AR_(4,10]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_AR-10007,NLA_AR-10047,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(20,50]",35.22939805,Not_Border,Desha,0,Lake/Pond: Hydrographic Category = Perennial,51,Region_06,Not_Lake,39004,Non-Federal,149,Excluded,Excluded,,0,0,290272,Not_USFS,LakePond,77318,Walnut Lake,H08,Lower Mississippi,H08050001,Boeuf,,33.85307325,-91.51052946,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,Walnut Lake,,N,Non Federal,16.48906907,156232860,AR,R08050001032018,NHDPlusHR,100,F5041,AR,NonTarget,Urban,Urban,Urban,73,Mississippi Alluvial Plain,73h,Arkansas/Ouachita River Holocene Meander Belts,412279.1126,-398488.4416,Include,NLA22_22BaseFT,"(10,50]",AR,"AR_(20,50]",1040,59.57142857,"AR_(20,50]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_AR-10008,NLA_AR-10048,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(1,4]",1.965558023,Not_Border,Prairie,0,Lake/Pond: Hydrographic Category = Perennial,69,Region_06,Lake_LT_1ha,39004,Non-Federal,149,Excluded,Excluded,,0,0,272553,Not_USFS,LakePond,None,None,H08,Lower Mississippi,H08020402,Bayou Meto,,34.66057661,-91.66310008,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,,N,Non Federal,1.032961155,{EF7AFE0A-3F6F-42EB-B948-8C2CA7AA9E7B},AR,R08020402011961,NHDPlusHR,100,F5117,AR,NonTarget,Non-Urban,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73e,Grand Prairie,394159.8351,-308959.9276,Include,NLA22_22BaseFT,"(1,4]",AR,"AR_(4,10]",3388.5,663.0909091,"AR_(4,10]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_AR-10009,NLA_AR-10049,EHIGH,Eastern Highlands,SAP,Southern Appalachians,"(1,4]",1.820349429,Not_Border,Garland,15237722,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,173,Region_06,Target_Denied,39009,Non-Federal,145,Exclude,Exclude,Include2017,168715,168715,289286,Not_USFS,LakePond,None,None,H08,Lower Mississippi,H08040101,Ouachita Headwaters,,34.4038395,-93.09574264,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,None,,N,Non Federal,0.684454074,58159521,AR,R08040101002068,NHDPlusHR,100,F5051,AR,Target,Urban,Urban,Urban,36,Ouachita Mountains,36b,Central Mountain Ranges,264881.7104,-342618.3837,Include,NLA22_22BaseFT,"(1,4]",AR,"AR_(4,10]",3388.5,663.0909091,"AR_(4,10]",0,0,,NLA,,,,,,
8/13/2024,2020393,NLA22_AR-10010,NLA_AR-10050,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,>50,965.7986811,Not_Border,Crittenden,3681830,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,62,Region_06,Target_Sampled,39009,Non-Federal,149,Exclude,Exclude,Include2017,161826,1.61826E+11,277915,Not_USFS,LakePond,74912,Horseshoe Lake,H08,Lower Mississippi,H08020203,Lower St. Francis,NATURAL,34.9206617,-90.31927109,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,HORSESHOE LAKE,,N,Non Federal,42.14031444,120032616,AR,R08020203029373,NHDPlusHR,100,F5035,AR,Target,Non-Urban,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73a,Northern Holocene Meander Belts,514427.6112,-273482.0575,Include,NLA22_22Base,>50,AR,AR_>50,243,33.25,AR_>50,33.25,0,,NLA,6/13/2022,YES,1,34.9406253,-90.3428695,8.2
8/13/2024,0,NLA22_AR-10020,NLA_AR-10051,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,>50,68.18719016,Not_Border,Arkansas,0,Lake/Pond: Hydrographic Category = Perennial,57,Region_06,Lake_Shallow,39004,Non-Federal,149,Excluded,Excluded,,0,0,271188,Not_USFS,LakePond,None,None,H08,Lower Mississippi,H08020402,Bayou Meto,,34.25870242,-91.54671364,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,,N,Non Federal,3.348625635,127755257,AR,R08020402009411,NHDPlusHR,100,F5001,AR,NonTarget,Non-Urban,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73e,Grand Prairie,406835.0145,-353359.0458,Include,NLA22_22Over,>50,AR,AR_>50,243,33.25,AR_>50,0,0,,NLA,,,,,,
8/13/2024,2020464,NLA22_AR-10021,NLA_AR-10052,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,>50,109.2967711,Not_Border,Monroe,0,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,57,Region_06,Target_Sampled,39009,Non-Federal,149,Excluded,Excluded,,0,0,273331,Not_USFS,LakePond,77074,Lake Greenlee,H08,Lower Mississippi,H08020304,Big,MAN_MADE,34.87375822,-91.16674091,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,LAKE GREENLEE,,N,Non Federal,5.11637521,60290909,AR,R08020304004727,NHDPlusHR,100,F5095,AR,Target,Urban,Urban,Urban,73,Mississippi Alluvial Plain,73g,Western Lowlands Pleistocene Valley Trains,438022.3533,-282968.1755,Include,NLA22_22Over,>50,AR,AR_>50,243,33.25,AR_>50,33.25,0,,NLA,6/14/2022,YES,1,34.867807,-91.1669037,2.4
8/13/2024,0,NLA22_AR-10022,NLA_AR-10053,EHIGH,Eastern Highlands,SAP,Southern Appalachians,"(4,10]",6.008445007,Not_Border,Polk,15235530,Lake/Pond: Hydrographic Category = Perennial,340,Region_06,Target_Denied,39004,Non-Federal,145,Exclude,Exclude,Include2017,168901,168901,285922,Not_USFS,LakePond,80647,Powell Lake,H08,Lower Mississippi,H08040101,Ouachita Headwaters,,34.53168709,-94.16468284,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Powell Lake,,N,Non Federal,0.988441049,58156749,AR,R08040101002024,NHDPlusHR,100,F5113,AR,Target,Non-Urban,Non-Urban,Non-Urban,36,Ouachita Mountains,36c,"Central Hills, Ridges, and Valleys",167128.9947,-330756.1746,Include,NLA22_22Over,"(4,10]",AR,"AR_(4,10]",1737,262,"AR_(4,10]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_AR-10023,NLA_AR-10054,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(4,10]",4.037293239,Not_Border,Lee,22864237,Lake/Pond: Hydrographic Category = Perennial,61,Region_06,Non_Target,39004,Non-Federal,149,Excluded,Excluded,Exclude2017,164279,164279,276305,Not_USFS,LakePond,None,None,H08,Lower Mississippi,H08020205,L'Anguille,,34.79243757,-90.76519703,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,,N,Non Federal,0.783475774,{33A6EA0A-BF49-4AA5-84E2-9F44F2ACF38E},AR,R08020205008717,NHDPlusHR,100,F5077,AR,NonTarget,Urban,Urban,Urban,73,Mississippi Alluvial Plain,73a,Northern Holocene Meander Belts,474878.4002,-290123.8352,Include,NLA22_22Over,"(4,10]",AR,"AR_(4,10]",1737,262,"AR_(4,10]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_AR-10024,NLA_AR-10055,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(4,10]",6.357323775,Not_Border,Jefferson,15331668,Lake/Pond: Hydrographic Category = Perennial,58,Region_06,Non_Target,39004,Non-Federal,149,Exclude,Exclude,Include2017,162159,162159,272525,Not_USFS,LakePond,None,None,H08,Lower Mississippi,H08020401,Lower Arkansas,,34.16150517,-91.77290632,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,,N,Non Federal,2.361554709,127721587,AR,R08020401001234,NHDPlusHR,100,F5069,AR,NonTarget,Non-Urban,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73h,Arkansas/Ouachita River Holocene Meander Belts,386668.0571,-365157.4754,Include,NLA22_22Over,"(4,10]",AR,"AR_(4,10]",1737,262,"AR_(4,10]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_AR-10025,NLA_AR-10056,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(4,10]",7.036806489,Not_Border,Lonoke,0,Lake/Pond: Hydrographic Category = Perennial,74,Region_06,Not_Lake,39004,Non-Federal,149,Excluded,Excluded,,0,0,271155,Not_USFS,LakePond,None,None,H08,Lower Mississippi,H08020402,Bayou Meto,,34.74363411,-91.90463084,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,,N,Non Federal,1.000629789,127753686,AR,R08020402008455,NHDPlusHR,100,F5085,AR,NonTarget,Non-Urban,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73e,Grand Prairie,371822.0429,-300652.4105,Include,NLA22_22Over,"(4,10]",AR,"AR_(4,10]",1737,262,"AR_(4,10]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_AR-10026,NLA_AR-10057,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(1,4]",1.21487937,Not_Border,Chicot,0,Lake/Pond: Hydrographic Category = Perennial,37,Region_06,Not_Lake,39004,Non-Federal,149,Excluded,Excluded,,0,0,278696,Not_USFS,LakePond,None,None,H08,Lower Mississippi,H08030100,Lower Mississippi-Greenville,,33.00546678,-91.17860663,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,,N,Non Federal,0.946956126,{e963520f-96fa-4176-9648-2ff389616d62},AR,R08030100004190,NHDPlusHR,100,F5017,AR,NonTarget,Urban,Urban,Urban,73,Mississippi Alluvial Plain,73a,Northern Holocene Meander Belts,447535.2251,-491527.1573,Include,NLA22_22Over,"(1,4]",AR,"AR_(4,10]",3388.5,663.0909091,"AR_(4,10]",0,0,,NLA,,,,,,
8/13/2024,2020629,NLA22_AR-10027,NLA_AR-10058,EHIGH,Eastern Highlands,SAP,Southern Appalachians,"(4,10]",6.789513519,Not_Border,Fulton,7559401,Lake/Pond: Hydrographic Category = Perennial,177,Region_06,Target_Sampled,39004,Non-Federal,147,Exclude,Exclude,Include2017,283580,283580,446476,Not_USFS,LakePond,79671,Camp Kia Kima Lake,H11,Arkansas-Red-White,H11010010,Spring,MAN_MADE,36.35449138,-91.60425159,Arkansas-Red-White Region,H11,Arkansas-White-Red Region,H11,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,CAMP KIA KIMA LAKE,,N,Non Federal,1.596941245,140848059,AR,R11010010001648,NHDPlusHR,100,F5049,AR,Target,Urban,Urban,Urban,39,Ozark Highlands,39d,Central Plateau,390737.3086,-119308.4546,Include,NLA22_22Over,"(4,10]",AR,"AR_(4,10]",1737,262,"AR_(4,10]",2775.272727,0,,NLA,6/28/2022,YES,1,36.354064,-91.603856,8
8/13/2024,0,NLA22_AR-10028,NLA_AR-10059,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(1,4]",1.34362092,Not_Border,Jackson,143707106,Lake/Pond: Hydrographic Category = Perennial,67,Region_06,Lake_Shallow,39004,Non-Federal,147,Excluded,Excluded,Include2017,461651,461651,276740,Not_USFS,LakePond,None,None,H08,Lower Mississippi,H08020302,Cache,,35.47540645,-91.12996204,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,,N,Non Federal,1.296230829,143707106,AR,R08020302013883,NHDPlusHR,100,F5067,AR,NonTarget,Non-Urban,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73f,Western Lowlands Holocene Meander Belts,437903.8877,-215559.3898,Include,NLA22_22Over,"(1,4]",AR,"AR_(4,10]",3388.5,663.0909091,"AR_(4,10]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_AR-10029,NLA_AR-10060,EHIGH,Eastern Highlands,SAP,Southern Appalachians,"(1,4]",2.89460807,Not_Border,Pulaski,22845345,Lake/Pond: Hydrographic Category = Perennial,90,Region_06,Lake_LT_1ha,39004,Non-Federal,147,Exclude,Exclude,Include2017,301309,301309,470882,Not_USFS,LakePond,None,None,H11,Arkansas-Red-White,H11110207,Lower Arkansas-Maumelle,,34.89975029,-92.49517587,Arkansas-Red-White Region,H11,Arkansas-White-Red Region,H11,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,None,,N,Non Federal,0.700678756,60994045,AR,R11110207001883,NHDPlusHR,100,F5119,AR,NonTarget,Urban,Urban,Urban,37,Arkansas Valley,37b,Arkansas River Floodplain,317588.395,-285344.3927,Include,NLA22_22Over,"(1,4]",AR,"AR_(4,10]",3388.5,663.0909091,"AR_(4,10]",0,0,,NLA,,,,,,
8/13/2024,2020528,NLA22_AR-10030,NLA_AR-10061,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,>50,1776.27783,Not_Border,Lafayette,19925787,Lake/Pond: Hydrographic Category = Perennial,65.8,Region_06,Target_Sampled,39004,Non-Federal,145,Include,Include,Include2017,308906,309645,486815,Not_USFS,LakePond,74820,Lake Erling,H11,Arkansas-Red-White,H11140205,Bodcau Bayou,MAN_MADE,33.103968,-93.558283,Arkansas-Red-White Region,H11,Arkansas-White-Red Region,H11,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Lake Erling,,0508XX,Non Federal,82.515608,133203099,AR,R11140205000891,NHDPlusHR,100,F5073,AR,Target,Non-Urban,Non-Urban,Non-Urban,35,South Central Plains,35c,Pleistocene Fluvial Terraces,226436.61,-488978.97,Include,NLA22_22Over,>50,AR,AR_>50,1737,33.25,AR_>50,33.25,0,,NLA,6/20/2022,YES,1,33.109629,-93.556805,4.3
8/13/2024,0,NLA22_AR-10031,NLA_AR-10062,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(1,4]",1.683993883,Not_Border,Cross,55350247,Lake/Pond: Hydrographic Category = Perennial,67,Region_06,Lake_LT_1ha,39004,Non-Federal,149,Excluded,Excluded,Include2017,446504,446504,272360,Not_USFS,LakePond,None,None,H08,Lower Mississippi,H08020205,L'Anguille,,35.39561403,-90.92832623,Lower Mississippi Region,H08,Lower Mississippi Region,H08,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,,N,Non Federal,1.358006057,55350247,AR,R08020205006326,NHDPlusHR,100,F5037,AR,NonTarget,Non-Urban,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73g,Western Lowlands Pleistocene Valley Trains,456494.1091,-223529.639,Include,NLA22_22Over,"(1,4]",AR,"AR_(4,10]",3388.5,663.0909091,"AR_(4,10]",0,0,,NLA,,,,,,
8/13/2024,0,NLA22_AR-10032,NLA_AR-10063,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,"(10,20]",18.93748655,Not_Border,Pulaski,0,Lake/Pond: Hydrographic Category = Perennial,72,Region_06,Lake_LT_1ha,39004,Federal,145,Excluded,Excluded,,0,0,471323,Not_USFS,LakePond,None,None,H11,Arkansas-Red-White,H11110207,Lower Arkansas-Maumelle,,34.54212853,-92.10418843,Arkansas-Red-White Region,H11,Arkansas-White-Red Region,H11,MISSISSIPPI_BASIN,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,None,,N,NRCS,2.717240815,60998527,AR,R11110207007148,NHDPlusHR,100,F5119,AR,NonTarget,Urban,Urban,Urban,73,Mississippi Alluvial Plain,73h,Arkansas/Ouachita River Holocene Meander Belts,354638.0816,-323932.3122,Include,NLA22_22Over,"(10,50]",AR,"AR_(10,20]",1040,85.875,"AR_(10,20]",0,0,,NLA,,,,,,
