PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,MATRIX,SAM_CODE,LAB,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DILUTION_FACTOR,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_SAMPLE_ID,ANC_MDL,ANC_NARS_FLAG,ANC_QA_FLAG,ANC_RESULT,ANC_RL,ANC_UNITS,CALCIUM_DATE_ANALYZED,CALCIUM_DILUTION_FACTOR,CALCIUM_HOLDING_TIME,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_NARS_FLAG,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CALCIUM_UNITS,CHLA_DATE_ANALYZED,CHLA_DILUTION_FACTOR,CHLA_EXTRACT,CHLA_EXTRACT_UNITS,CHLA_HOLDING_TIME,CHLA_LAB_SAMPLE_ID,CHLA_MDL,CHLA_NARS_FLAG,CHLA_QA_FLAG,CHLA_RESULT,CHLA_RESULT_UNITS,CHLA_RL,CHLA_SAMPLE_ID,CHLA_VOLUME_ADJUST,CHLA_VOLUME_FILTERED,CHLORIDE_DATE_ANALYZED,CHLORIDE_DILUTION_FACTOR,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_SAMPLE_ID,COLOR_NARS_FLAG,COLOR_QA_FLAG,COLOR_RESULT,COLOR_UNITS,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_SAMPLE_ID,COND_MDL,COND_NARS_FLAG,COND_QA_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_DATE_ANALYZED,DOC_DILUTION_FACTOR,DOC_HOLDING_TIME,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_NARS_FLAG,DOC_QA_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_DILUTION_FACTOR,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_NARS_FLAG,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,MAGNESIUM_UNITS,NITRATE_N_DATE_ANALYZED,NITRATE_N_DILUTION_FACTOR,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_NARS_FLAG,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_N_UNITS,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NITRITE_N_DATE_ANALYZED,NITRITE_N_DILUTION_FACTOR,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_NARS_FLAG,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NITRITE_N_UNITS,NTL_DATE_ANALYZED,NTL_DISS_DATE_ANALYZED,NTL_DISS_HOLDING_TIME,NTL_DISS_LAB_SAMPLE_ID,NTL_DISS_MDL,NTL_DISS_NARS_FLAG,NTL_DISS_QA_FLAG,NTL_DISS_RESULT,NTL_DISS_RL,NTL_DISS_UNITS,NTL_HOLDING_TIME,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_NARS_FLAG,NTL_QA_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_SAMPLE_ID,PH_NARS_FLAG,PH_QA_FLAG,PH_RESULT,PH_UNITS,POTASSIUM_DATE_ANALYZED,POTASSIUM_DILUTION_FACTOR,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_NARS_FLAG,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,POTASSIUM_UNITS,PTL_DATE_ANALYZED,PTL_DISS_DATE_ANALYZED,PTL_DISS_HOLDING_TIME,PTL_DISS_LAB_SAMPLE_ID,PTL_DISS_MDL,PTL_DISS_NARS_COMMENT,PTL_DISS_NARS_FLAG,PTL_DISS_QA_FLAG,PTL_DISS_RESULT,PTL_DISS_RL,PTL_DISS_UNITS,PTL_HOLDING_TIME,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_NARS_FLAG,PTL_QA_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_NARS_FLAG,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SILICA_UNITS,SODIUM_DATE_ANALYZED,SODIUM_DILUTION_FACTOR,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_NARS_FLAG,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SODIUM_UNITS,SULFATE_DATE_ANALYZED,SULFATE_DILUTION_FACTOR,SULFATE_HOLDING_TIME,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_NARS_FLAG,TURB_QA_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,UNIQUE_ID
8/13/2024,2020757,NLA22_CA-10116,7/11/2022,1,CA,WATER,REGULAR,WRS,7/18/2022,1,7,2210420,0.0005,,,0.004,0.004,mg N/L,7/12/2022,1,2210420,,,,435,,UEQ/L,12/13/2022,1,155,2210420,0.011,,,5.22,0.05,mg/L,7/19/2022,,30.4,ug/L,8,2210420,0.18,,,2.43,ug/L,1,207541,,500,7/15/2022,1,4,2210420,0.004,,,2.09,0.06,mg/L,7/12/2022,1,2210420,,,15,APHA PT-CO,7/12/2022,1,2210420,1,,,52.8,2,uS/cm AT 25 C,7/22/2022,1,11,2210420,0.024,,,1.86,0.2,mg/L,12/13/2022,1,155,2210420,0.003,,,1.73,0.02,mg/L,7/15/2022,1,4,2210420,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,7/15/2022,1,4,2210420,0.0006,ND,MDL,,0.02,mg N/L,12/1/2022,7/20/2022,9,2210420,0.002,,,0.113,0.02,mg/L,143,2210420,0.002,,H,0.168,0.02,mg/L,7/12/2022,1,2210420,,,7.68,Std. Units,12/13/2022,1,155,2210420,0.018,,,1.08,0.1,mg/L,7/21/2022,7/20/2022,9,2210420,0.48,,,,11.5,4,ug/L,10,2210420,0.48,,,19.5,4,ug/L,7/15/2022,4,2210420,0.0012,,,11.1,0.01,mg/L,12/13/2022,1,155,2210420,0.009,,,3.87,0.1,mg/L,7/15/2022,1,4,2210420,0.002,,,0.255,0.18,mg/L,7/12/2022,1,2210420,,,LRL,1.08,2,NTU,NLA_CA-10275
8/13/2024,2020758,NLA22_MA-10019,7/11/2022,1,MA,WATER,REGULAR,WRS,7/18/2022,1,7,2210425,0.0005,,,0.009,0.004,mg N/L,7/12/2022,1,2210425,,,,529,,UEQ/L,12/18/2022,1,160,2210425,0.011,,,19.6,0.05,mg/L,7/19/2022,,36.6,ug/L,8,2210425,0.18,,,5.86,ug/L,1,212101,,250,7/15/2022,2,4,2210425,0.004,,,116,0.06,mg/L,7/12/2022,1,2210425,,,22,APHA PT-CO,7/12/2022,1,2210425,1,,,515,2,uS/cm AT 25 C,7/26/2022,2,15,2210425,0.024,,,3.48,0.2,mg/L,12/18/2022,1,160,2210425,0.003,,,3.91,0.02,mg/L,7/15/2022,2,4,2210425,0.0006,,EST,0.0043,0.02,mg N/L,,,,,,,,,7/15/2022,2,4,2210425,0.0006,ND,MDL,,0.02,mg N/L,7/21/2022,7/20/2022,9,2210425,0.002,,,0.235,0.02,mg/L,10,2210425,0.002,,,0.301,0.02,mg/L,7/12/2022,1,2210425,,,7.78,Std. Units,12/18/2022,1,160,2210425,0.018,,,2.6,0.1,mg/L,7/21/2022,7/20/2022,9,2210425,0.48,,,,4.4,4,ug/L,10,2210425,0.48,,,11.9,4,ug/L,7/15/2022,4,2210425,0.0012,,,1.51,0.01,mg/L,12/18/2022,1,160,2210425,0.009,,,68.1,0.1,mg/L,7/15/2022,2,4,2210425,0.002,,,23.8,0.18,mg/L,7/12/2022,1,2210425,,,LRL,1.25,2,NTU,NLA_MA-10043
8/13/2024,2020759,NLA22_AL-10009,7/11/2022,1,AL,WATER,REGULAR,WRS,7/18/2022,1,7,2210422,0.0005,,,0.006,0.004,mg N/L,7/12/2022,1,2210422,,,,177,,UEQ/L,12/13/2022,1,155,2210422,0.011,,,2.47,0.05,mg/L,7/19/2022,,95.1,ug/L,8,2210422,0.18,,,7.61,ug/L,1,204641,,500,7/15/2022,1,4,2210422,0.004,,,1.19,0.06,mg/L,7/12/2022,1,2210422,,,5,APHA PT-CO,7/12/2022,1,2210422,1,,,29.5,2,uS/cm AT 25 C,7/22/2022,1,11,2210422,0.024,,,3.75,0.2,mg/L,12/13/2022,1,155,2210422,0.003,,,1.11,0.02,mg/L,7/15/2022,1,4,2210422,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,7/15/2022,1,4,2210422,0.0006,ND,MDL,,0.02,mg N/L,7/21/2022,7/20/2022,9,2210422,0.002,,,0.191,0.02,mg/L,10,2210422,0.002,,,0.429,0.02,mg/L,7/12/2022,1,2210422,,,7.33,Std. Units,12/13/2022,1,155,2210422,0.018,,,1.17,0.1,mg/L,7/21/2022,7/20/2022,9,2210422,0.48,,,EST,2.3,4,ug/L,10,2210422,0.48,,,24.2,4,ug/L,7/15/2022,4,2210422,0.0012,,,1.91,0.01,mg/L,12/13/2022,1,155,2210422,0.009,,,0.98,0.1,mg/L,7/15/2022,1,4,2210422,0.002,,,1.64,0.18,mg/L,7/12/2022,1,2210422,,,,5.46,2,NTU,NLA_AL-10063
8/13/2024,2020760,NLA22_OK-10004,7/11/2022,1,OK,WATER,REGULAR,WRS,7/18/2022,1,7,2210417,0.0005,,,0.023,0.004,mg N/L,7/12/2022,1,2210417,,,,2000,,UEQ/L,12/13/2022,1,155,2210417,0.011,,,32.4,0.05,mg/L,7/19/2022,9,686,ug/L,8,2210417,0.18,,,274,ug/L,1,209881,,100,7/15/2022,2,4,2210417,0.004,,,35.3,0.06,mg/L,7/12/2022,1,2210417,,,35,APHA PT-CO,7/12/2022,1,2210417,1,,,506,2,uS/cm AT 25 C,7/22/2022,1,11,2210417,0.024,,,11.9,0.2,mg/L,12/13/2022,1,155,2210417,0.003,,,13.5,0.02,mg/L,7/15/2022,2,4,2210417,0.0006,,EST,0.0056,0.02,mg N/L,,,,,,,,,7/15/2022,2,4,2210417,0.0006,ND,MDL,,0.02,mg N/L,7/26/2022,7/20/2022,9,2210417,0.002,,,1.35,0.02,mg/L,15,2210417,0.002,,,5.95,0.02,mg/L,7/12/2022,1,2210417,,,10.04,Std. Units,12/13/2022,1,155,2210417,0.018,,,8.92,0.1,mg/L,7/26/2022,7/20/2022,9,2210417,0.48,,,,185,4,ug/L,15,2210417,0.48,,,646,4,ug/L,7/15/2022,4,2210417,0.0012,,,6.07,0.01,mg/L,12/13/2022,1,155,2210417,0.009,,,46.4,0.1,mg/L,7/15/2022,2,4,2210417,0.002,,,89.5,0.18,mg/L,7/13/2022,2,2210417,,,,95.1,2,NTU,NLA_OK-10133
8/13/2024,2020761,NES22-10204,7/11/2022,1,WA,WATER,REGULAR,WRS,7/18/2022,1,7,2210429,0.0005,,,0.006,0.004,mg N/L,7/21/2022,10,2210429,,,H,794,,UEQ/L,12/18/2022,1,160,2210429,0.011,,,9.56,0.05,mg/L,7/19/2022,,78.5,ug/L,8,2210429,0.18,,,6.28,ug/L,1,207141,,500,7/15/2022,1,4,2210429,0.004,,,4.79,0.06,mg/L,7/13/2022,2,2210429,,,3,APHA PT-CO,7/13/2022,2,2210429,1,,,107,2,uS/cm AT 25 C,7/22/2022,1,11,2210429,0.024,,,2.66,0.2,mg/L,12/18/2022,1,160,2210429,0.003,,,3.42,0.02,mg/L,7/15/2022,1,4,2210429,0.0006,,EST,0.0022,0.02,mg N/L,,,,,,,,,7/15/2022,1,4,2210429,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,16,2210429,0.002,,,0.16,0.02,mg/L,17,2210429,0.002,,,0.246,0.02,mg/L,7/13/2022,2,2210429,,,8.37,Std. Units,12/18/2022,1,160,2210429,0.018,,,0.88,0.1,mg/L,7/28/2022,7/27/2022,16,2210429,0.48,,,,4.4,4,ug/L,17,2210429,0.48,,,11.6,4,ug/L,7/15/2022,4,2210429,0.0012,,,2.24,0.01,mg/L,12/18/2022,1,160,2210429,0.009,,,5.41,0.1,mg/L,7/15/2022,1,4,2210429,0.002,,,4.73,0.18,mg/L,7/13/2022,2,2210429,,,LRL,1.17,2,NTU,NLA_WA-10009
8/13/2024,2020762,NLA22_CA-10054,7/11/2022,1,CA,WATER,REGULAR,WRS,7/26/2022,1,15,2210444,0.0005,,EST,0.003,0.004,mg N/L,7/21/2022,10,2210444,,,H,60.7,,UEQ/L,12/18/2022,1,160,2210444,0.011,,,0.58,0.05,mg/L,7/19/2022,,12,ug/L,8,2210444,0.18,L,,0.64,ug/L,1,207421,,750,7/16/2022,1,5,2210444,0.004,,,0.19,0.06,mg/L,7/13/2022,2,2210444,,,5,APHA PT-CO,7/13/2022,2,2210444,1,,,6.2,2,uS/cm AT 25 C,7/22/2022,1,11,2210444,0.024,,,1.71,0.2,mg/L,12/18/2022,1,160,2210444,0.003,,,0.08,0.02,mg/L,7/16/2022,1,5,2210444,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,7/16/2022,1,5,2210444,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,8/2/2022,22,2210444,0.002,,,0.076,0.02,mg/L,17,2210444,0.002,,,0.099,0.02,mg/L,7/13/2022,2,2210444,,,6.79,Std. Units,12/18/2022,1,160,2210444,0.018,,,0.23,0.1,mg/L,7/28/2022,8/2/2022,22,2210444,0.48,,,EST,3.2,4,ug/L,17,2210444,0.48,,,5.8,4,ug/L,7/15/2022,4,2210444,0.0012,,,3.77,0.01,mg/L,12/18/2022,1,160,2210444,0.009,,,0.6,0.1,mg/L,7/16/2022,1,5,2210444,0.002,,,0.202,0.18,mg/L,7/13/2022,2,2210444,,,LRL,0.31,2,NTU,NLA_CA-10187
8/13/2024,2020769,NLA22_MN-10029,7/11/2022,1,MN,WATER,REGULAR,WRS,7/18/2022,1,7,2210413,0.0005,,,0.016,0.004,mg N/L,7/12/2022,1,2210413,,,,1070,,UEQ/L,12/13/2022,1,155,2210413,0.011,,,16.1,0.05,mg/L,7/13/2022,,633,ug/L,2,2210413,0.18,,,101,ug/L,1,211861,,250,7/15/2022,1,4,2210413,0.004,,,24.9,0.06,mg/L,7/12/2022,1,2210413,,,10,APHA PT-CO,7/12/2022,1,2210413,1,,,202,2,uS/cm AT 25 C,7/21/2022,1,10,2210413,0.024,,,9.18,0.2,mg/L,12/13/2022,1,155,2210413,0.003,,,5.75,0.02,mg/L,7/15/2022,1,4,2210413,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,7/15/2022,1,4,2210413,0.0006,ND,MDL,,0.02,mg N/L,7/21/2022,7/20/2022,9,2210413,0.002,,,0.913,0.02,mg/L,10,2210413,0.002,,,1.77,0.02,mg/L,7/12/2022,1,2210413,,,9.26,Std. Units,12/13/2022,1,155,2210413,0.018,,,6.63,0.1,mg/L,7/21/2022,7/20/2022,9,2210413,0.48,,,,14.9,4,ug/L,10,2210413,0.48,,,75.2,4,ug/L,7/15/2022,4,2210413,0.0012,,,1.68,0.01,mg/L,12/13/2022,1,155,2210413,0.009,,,13,0.1,mg/L,7/15/2022,1,4,2210413,0.002,,,0.953,0.18,mg/L,7/12/2022,1,2210413,,,,17,2,NTU,NLA_MN-10336
8/13/2024,2020770,NLA22_MI-10130,7/12/2022,1,MI,WATER,REGULAR,WRS,7/18/2022,1,6,2210437,0.0005,,,0.016,0.004,mg N/L,7/21/2022,9,2210437,,,H,5150,,UEQ/L,1/11/2023,2,183,2210437,0.011,,H,74.8,0.05,mg/L,7/19/2022,9,778,ug/L,7,2210437,0.18,,,124,ug/L,1,215881,,250,7/15/2022,2,3,2210437,0.004,,,49.3,0.06,mg/L,7/13/2022,1,2210437,,,45,APHA PT-CO,7/13/2022,1,2210437,1,,,654,2,uS/cm AT 25 C,7/22/2022,1,10,2210437,0.024,,,15.2,0.2,mg/L,1/11/2023,2,183,2210437,0.003,,H,23.4,0.02,mg/L,7/15/2022,2,3,2210437,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,7/15/2022,2,3,2210437,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210437,0.002,,,1.26,0.02,mg/L,16,2210437,0.002,,,1.82,0.02,mg/L,7/13/2022,1,2210437,,,8.22,Std. Units,1/11/2023,2,183,2210437,0.018,,H,2.13,0.1,mg/L,7/28/2022,7/27/2022,15,2210437,0.48,,,,32.4,4,ug/L,16,2210437,0.48,,,121,4,ug/L,7/15/2022,3,2210437,0.0012,,,4.11,0.01,mg/L,1/11/2023,2,183,2210437,0.009,,H,29.6,0.1,mg/L,7/15/2022,2,3,2210437,0.002,,,17.3,0.18,mg/L,7/13/2022,1,2210437,,,,9.69,2,NTU,NLA_MI-10276
8/13/2024,2020771,NLA22_PA-10033,7/12/2022,1,PA,WATER,REGULAR,WRS,7/26/2022,1,14,2210441,0.0005,,,0.005,0.004,mg N/L,7/21/2022,9,2210441,,,H,62,,UEQ/L,12/18/2022,1,159,2210441,0.011,,,1.75,0.05,mg/L,7/19/2022,,46.6,ug/L,7,2210441,0.18,,,2.49,ug/L,1,219381,,750,7/16/2022,1,4,2210441,0.004,,,4.52,0.06,mg/L,7/13/2022,1,2210441,,,15,APHA PT-CO,7/13/2022,1,2210441,1,,,28.4,2,uS/cm AT 25 C,7/22/2022,1,10,2210441,0.024,,,2.46,0.2,mg/L,12/18/2022,1,159,2210441,0.003,,,0.62,0.02,mg/L,7/16/2022,1,4,2210441,0.0006,,EST,0.0023,0.02,mg N/L,,,,,,,,,7/16/2022,1,4,2210441,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210441,0.002,,,0.113,0.02,mg/L,16,2210441,0.002,,,0.164,0.02,mg/L,7/13/2022,1,2210441,,,6.74,Std. Units,12/18/2022,1,159,2210441,0.018,,,0.4,0.1,mg/L,7/28/2022,7/27/2022,15,2210441,0.48,,,EST,2.9,4,ug/L,16,2210441,0.48,,,6.2,4,ug/L,7/15/2022,3,2210441,0.0012,,,1.51,0.01,mg/L,12/18/2022,1,159,2210441,0.009,,,2.25,0.1,mg/L,7/16/2022,1,4,2210441,0.002,,,1.93,0.18,mg/L,7/13/2022,1,2210441,,,LRL,0.56,2,NTU,NLA_PA-10067
8/13/2024,2020772,NES22-10031,7/12/2022,1,AL,WATER,REGULAR,WRS,7/26/2022,1,14,2210443,0.0005,,,0.006,0.004,mg N/L,7/21/2022,9,2210443,,,H,1250,,UEQ/L,12/18/2022,1,159,2210443,0.011,,,21.4,0.05,mg/L,7/19/2022,,132,ug/L,7,2210443,0.18,,,21.1,ug/L,1,211741,,250,7/16/2022,1,4,2210443,0.004,,,7.6,0.06,mg/L,7/13/2022,1,2210443,,,7,APHA PT-CO,7/13/2022,1,2210443,1,,,177,2,uS/cm AT 25 C,7/22/2022,1,10,2210443,0.024,,,1.85,0.2,mg/L,12/18/2022,1,159,2210443,0.003,,,4.47,0.02,mg/L,7/16/2022,1,4,2210443,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,7/16/2022,1,4,2210443,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210443,0.002,,,0.205,0.02,mg/L,16,2210443,0.002,,,0.365,0.02,mg/L,7/13/2022,1,2210443,,,8.16,Std. Units,12/18/2022,1,159,2210443,0.018,,,1.64,0.1,mg/L,7/28/2022,7/27/2022,15,2210443,0.48,,,,23.4,4,ug/L,16,2210443,0.48,,,50.3,4,ug/L,7/15/2022,3,2210443,0.0012,,,2.9,0.01,mg/L,12/18/2022,1,159,2210443,0.009,,,6.16,0.1,mg/L,7/16/2022,1,4,2210443,0.002,,,8.14,0.18,mg/L,7/13/2022,1,2210443,,,LRL,1.61,2,NTU,NLA_AL-10132
8/13/2024,2020773,NLA22_IN-10046,7/11/2022,1,IN,WATER,REGULAR,WRS,7/18/2022,1,7,2210434,0.0005,,,0.181,0.004,mg N/L,7/21/2022,10,2210434,,,H,720,,UEQ/L,12/18/2022,1,160,2210434,0.011,,,12.4,0.05,mg/L,7/19/2022,,209,ug/L,8,2210434,0.18,,,26.1,ug/L,1,212561,,320,7/15/2022,1,4,2210434,0.004,,,4.16,0.06,mg/L,7/13/2022,2,2210434,,,15,APHA PT-CO,7/13/2022,2,2210434,1,,,133,2,uS/cm AT 25 C,7/22/2022,1,11,2210434,0.024,,,5.31,0.2,mg/L,12/18/2022,1,160,2210434,0.003,,,4.55,0.02,mg/L,7/15/2022,1,4,2210434,0.0006,,,0.0406,0.02,mg N/L,,,,,,,,,7/15/2022,1,4,2210434,0.0006,,EST,0.004,0.02,mg N/L,7/28/2022,7/27/2022,16,2210434,0.002,,,0.869,0.02,mg/L,17,2210434,0.002,,,1.16,0.02,mg/L,7/13/2022,2,2210434,,,7.81,Std. Units,12/18/2022,1,160,2210434,0.018,,,3.43,0.1,mg/L,7/28/2022,7/27/2022,16,2210434,0.48,,,,29.9,4,ug/L,17,2210434,0.48,,,73.6,4,ug/L,7/15/2022,4,2210434,0.0012,,,6.48,0.01,mg/L,12/18/2022,1,160,2210434,0.009,,,4.4,0.1,mg/L,7/15/2022,1,4,2210434,0.002,,,17.6,0.18,mg/L,7/13/2022,2,2210434,,,,3.31,2,NTU,NLA_IN-10183
8/13/2024,2020774,NLA22_ME-10015,7/12/2022,1,ME,WATER,REGULAR,WRS,7/18/2022,1,6,2210435,0.0005,,,0.034,0.004,mg N/L,7/21/2022,9,2210435,,,H,733,,UEQ/L,12/18/2022,1,159,2210435,0.011,,,14.4,0.05,mg/L,7/19/2022,,15.9,ug/L,7,2210435,0.18,,,2.54,ug/L,1,205161,,250,7/15/2022,1,3,2210435,0.004,,,0.421,0.06,mg/L,7/13/2022,1,2210435,,,30,APHA PT-CO,7/13/2022,1,2210435,1,,,84.5,2,uS/cm AT 25 C,7/22/2022,1,10,2210435,0.024,,,11.5,0.2,mg/L,12/18/2022,1,159,2210435,0.003,,,1.03,0.02,mg/L,7/15/2022,1,3,2210435,0.0006,,EST,0.0032,0.02,mg N/L,,,,,,,,,7/15/2022,1,3,2210435,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210435,0.002,,,0.81,0.02,mg/L,16,2210435,0.002,,,0.919,0.02,mg/L,7/13/2022,1,2210435,,,7.98,Std. Units,12/18/2022,1,159,2210435,0.018,,,1.16,0.1,mg/L,7/28/2022,7/27/2022,15,2210435,0.48,,,,6.8,4,ug/L,16,2210435,0.48,,,11,4,ug/L,7/15/2022,3,2210435,0.0012,,,3.89,0.01,mg/L,12/18/2022,1,159,2210435,0.009,,,1.24,0.1,mg/L,7/15/2022,1,3,2210435,0.002,,,2.65,0.18,mg/L,7/13/2022,1,2210435,,,LRL,1.1,2,NTU,NLA_ME-10096
8/13/2024,2020775,NLA22_MI-10133,7/12/2022,1,MI,WATER,REGULAR,WRS,7/26/2022,1,14,2210460,0.0005,,,0.011,0.004,mg N/L,7/14/2022,2,2210460,,,,725,,UEQ/L,12/18/2022,1,159,2210460,0.011,,,11,0.05,mg/L,7/19/2022,,41.7,ug/L,7,2210460,0.18,,,6.67,ug/L,1,220301,,250,7/16/2022,1,4,2210460,0.004,,,0.19,0.06,mg/L,7/14/2022,2,2210460,,,10,APHA PT-CO,7/14/2022,2,2210460,1,,,78.5,2,uS/cm AT 25 C,7/22/2022,1,10,2210460,0.024,,,4.75,0.2,mg/L,12/18/2022,1,159,2210460,0.003,,,2.59,0.02,mg/L,7/16/2022,1,4,2210460,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,7/16/2022,1,4,2210460,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,8/2/2022,21,2210460,0.002,,,0.323,0.02,mg/L,16,2210460,0.002,,,0.738,0.02,mg/L,7/14/2022,2,2210460,,,8.21,Std. Units,12/18/2022,1,159,2210460,0.018,,,0.6,0.1,mg/L,7/28/2022,8/2/2022,21,2210460,0.48,,,,4.4,4,ug/L,16,2210460,0.48,,,19.7,4,ug/L,7/15/2022,3,2210460,0.0012,,,4.51,0.01,mg/L,12/18/2022,1,159,2210460,0.009,,,0.72,0.1,mg/L,7/16/2022,1,4,2210460,0.002,,,1.83,0.18,mg/L,7/14/2022,2,2210460,,,,4.6,2,NTU,NLA_MI-10279
8/13/2024,2020776,NES22-10027,7/12/2022,1,MS,WATER,REGULAR,WRS,7/18/2022,1,6,2210433,0.0005,,,0.005,0.004,mg N/L,7/21/2022,9,2210433,,,H,430,,UEQ/L,12/18/2022,1,159,2210433,0.011,,,8.32,0.05,mg/L,7/19/2022,,75.4,ug/L,7,2210433,0.18,,,12.1,ug/L,1,212221,,250,7/15/2022,1,3,2210433,0.004,,,3.29,0.06,mg/L,7/13/2022,1,2210433,,,5,APHA PT-CO,7/13/2022,1,2210433,1,,,76.8,2,uS/cm AT 25 C,7/22/2022,1,10,2210433,0.024,,,3.12,0.2,mg/L,12/18/2022,1,159,2210433,0.003,,,1.62,0.02,mg/L,7/15/2022,1,3,2210433,0.0006,,EST,0.0024,0.02,mg N/L,,,,,,,,,7/15/2022,1,3,2210433,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210433,0.002,,,0.183,0.02,mg/L,16,2210433,0.002,,,0.373,0.02,mg/L,7/13/2022,1,2210433,,,8.3,Std. Units,12/18/2022,1,159,2210433,0.018,,,1.55,0.1,mg/L,7/28/2022,7/27/2022,15,2210433,0.48,,,,8.2,4,ug/L,16,2210433,0.48,,,30.3,4,ug/L,7/15/2022,3,2210433,0.0012,,,2.15,0.01,mg/L,12/18/2022,1,159,2210433,0.009,,,3.09,0.1,mg/L,7/15/2022,1,3,2210433,0.002,,,5.49,0.18,mg/L,7/13/2022,1,2210433,,,,3.61,2,NTU,NLA_MS-10023
