UID,SITE_ID,VISIT_NO,DEPTH,TEMPERATURE,OXYGEN,PH,CONDUCTIVITY,INDEX_SITE_DEPTH,AREA_HA,LAT_DD83,LON_DD83
2010348,NLA17_NM-10044,1,6.5,15.4,6.2,7.6,NA,7,27.66773,33.03037,-108.1597
2010348,NLA17_NM-10044,1,0.1,21,6.9,8.2,NA,7,27.66773,33.03037,-108.1597
2010349,NLA17_CT-10003,1,0.1,23.7,8.7,7.6,65.3,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,1,23.6,8.7,7.6,65.3,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,10,8,9.6,6.6,64.2,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,11,7.6,9.1,6.5,64.2,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,12,7.4,8.8,6.4,64.2,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,13,7.3,8.2,6.3,64.4,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,14,7.2,7.2,6.2,65.1,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,15,6.9,7.9,6.2,64.5,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,16,6.7,6.9,6.1,65,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,17,6.5,5.1,6.1,66.7,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,18,6.3,3.4,6,68.3,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,19,6.3,2.2,6,70,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,2,23.5,8.6,7.6,65.3,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,19.6,6.3,1.4,6,71.3,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,0.1,23.8,8.6,7.4,65.4,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,3,23.5,8.6,7.5,65.3,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,4,23.3,8.6,7.5,65.4,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,5,20,10,7.7,65,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,6,17.2,10.2,7.6,64.5,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,7,14.7,10.8,7.4,64.1,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,8,11.6,11.1,7.2,64,20.1,99.9845,41.88112,-73.03985
2010349,NLA17_CT-10003,1,9,9.1,10.7,7,64.1,20.1,99.9845,41.88112,-73.03985
2010350,NLA17_NC-10030,1,0,26.2,7.6,7.3,39.8,6.8,18.61398,35.43116,-82.171
2010350,NLA17_NC-10030,1,1,26.2,7.6,7.3,39.7,6.8,18.61398,35.43116,-82.171
2010350,NLA17_NC-10030,1,2,26.1,7.6,7.3,39.7,6.8,18.61398,35.43116,-82.171
2010350,NLA17_NC-10030,1,3,20.2,5.5,6.6,38.3,6.8,18.61398,35.43116,-82.171
2010350,NLA17_NC-10030,1,4,15.4,3.6,6.5,35.9,6.8,18.61398,35.43116,-82.171
2010350,NLA17_NC-10030,1,5,13,1.3,6.4,35.4,6.8,18.61398,35.43116,-82.171
2010350,NLA17_NC-10030,1,6,12,0.2,6.4,36.2,6.8,18.61398,35.43116,-82.171
2010350,NLA17_NC-10030,1,6.3,12,0.2,6.4,36.5,6.8,18.61398,35.43116,-82.171
2010351,NLA17_NV-10006,2,0,16.4,11.8,8.34,410,5.1,5.804787,39.24104,-117.1657
2010351,NLA17_NV-10006,2,0.5,16.2,11.8,8.4,410,5.1,5.804787,39.24104,-117.1657
2010351,NLA17_NV-10006,2,4.6,12.8,12.3,8.22,405,5.1,5.804787,39.24104,-117.1657
2010351,NLA17_NV-10006,2,1,15.9,11.9,8.4,409,5.1,5.804787,39.24104,-117.1657
2010351,NLA17_NV-10006,2,1.5,15.4,13.4,8.4,404,5.1,5.804787,39.24104,-117.1657
2010351,NLA17_NV-10006,2,0,16.5,11.7,8.4,410,5.1,5.804787,39.24104,-117.1657
2010351,NLA17_NV-10006,2,2,14.5,13.3,8.35,406,5.1,5.804787,39.24104,-117.1657
2010351,NLA17_NV-10006,2,2.5,14.3,13.4,8.34,408,5.1,5.804787,39.24104,-117.1657
2010351,NLA17_NV-10006,2,3,14,13.3,8.34,406,5.1,5.804787,39.24104,-117.1657
2010351,NLA17_NV-10006,2,3.5,13.6,13.4,8.27,405,5.1,5.804787,39.24104,-117.1657
2010351,NLA17_NV-10006,2,4,13.2,13.3,8.2,408,5.1,5.804787,39.24104,-117.1657
2010351,NLA17_NV-10006,2,4.5,12.8,12.4,8.2,408,5.1,5.804787,39.24104,-117.1657
2010352,NLA17_OR-10052,1,0.1,19.1,11.2,7.3,NA,11.6,2.538131,46.04288,-123.1775
2010352,NLA17_OR-10052,1,1,17.3,15.1,7.6,NA,11.6,2.538131,46.04288,-123.1775
2010352,NLA17_OR-10052,1,2,15.1,15.1,7.5,NA,11.6,2.538131,46.04288,-123.1775
2010352,NLA17_OR-10052,1,3,14.5,13,7.1,NA,11.6,2.538131,46.04288,-123.1775
2010352,NLA17_OR-10052,1,3.2,14.3,9.4,6.8,NA,11.6,2.538131,46.04288,-123.1775
2010352,NLA17_OR-10052,1,0.1,19.2,11.1,7.3,NA,11.6,2.538131,46.04288,-123.1775
2010353,NLA17_NC-10007,1,0,19.3,9,6.6,91,3.4,4.071636,36.14793,-81.88275
2010353,NLA17_NC-10007,1,0.5,19.3,9,6.6,91,3.4,4.071636,36.14793,-81.88275
2010353,NLA17_NC-10007,1,1,19.3,9,6.6,91,3.4,4.071636,36.14793,-81.88275
2010353,NLA17_NC-10007,1,2,19.1,8.6,6.7,92,3.4,4.071636,36.14793,-81.88275
2010353,NLA17_NC-10007,1,2.8,18.1,5.4,6.4,94,3.4,4.071636,36.14793,-81.88275
2010353,NLA17_NC-10007,1,0,NA,8.9,NA,NA,3.4,4.071636,36.14793,-81.88275
2010354,NLA17_OH-10038,1,0,24.3,10.18,8.64,818,6.1,669.1912,40.24381,-81.22176
2010354,NLA17_OH-10038,1,1,24.3,10.21,8.65,817,6.1,669.1912,40.24381,-81.22176
2010354,NLA17_OH-10038,1,2,24.2,9.9,8.61,815,6.1,669.1912,40.24381,-81.22176
2010354,NLA17_OH-10038,1,3,24.2,9.84,8.6,816,6.1,669.1912,40.24381,-81.22176
2010354,NLA17_OH-10038,1,4,24,9.64,8.59,812,6.1,669.1912,40.24381,-81.22176
2010354,NLA17_OH-10038,1,5,23,0.75,7.58,903,6.1,669.1912,40.24381,-81.22176
2010354,NLA17_OH-10038,1,5.6,19,0.21,7.41,871,6.1,669.1912,40.24381,-81.22176
2010354,NLA17_OH-10038,1,0,24.3,10.17,8.63,818,6.1,669.1912,40.24381,-81.22176
2010355,NLA17_TX-10086,1,0.276,29.8,6.16,8.34,1974,2.43,17.73051,26.41703,-98.17065
2010355,NLA17_TX-10086,1,0.496,29.8,6.14,8.33,1974,2.43,17.73051,26.41703,-98.17065
2010355,NLA17_TX-10086,1,0.99,29.8,6.17,8.33,1974,2.43,17.73051,26.41703,-98.17065
2010355,NLA17_TX-10086,1,1.5,29.8,6.22,8.34,1974,2.43,17.73051,26.41703,-98.17065
2010355,NLA17_TX-10086,1,1.984,29.8,6.24,8.33,1974,2.43,17.73051,26.41703,-98.17065
2010355,NLA17_TX-10086,1,0.28,29.8,6.15,8.32,1974,2.43,17.73051,26.41703,-98.17065
2010356,NLA17_NC-10010,1,0,26.8,4.4,6.4,42.2,3,1.056292,36.18589,-79.35081
2010356,NLA17_NC-10010,1,1,26.4,1.8,6.2,42.9,3,1.056292,36.18589,-79.35081
2010356,NLA17_NC-10010,1,2,21.4,0.1,6,59.5,3,1.056292,36.18589,-79.35081
2010356,NLA17_NC-10010,1,2.5,20.1,0,6.3,76.8,3,1.056292,36.18589,-79.35081
2010357,NLA17_NE-10060,1,0.1,23.9,6.81,8.48,349,4.4,70.20014,40.72906,-96.78798
2010357,NLA17_NE-10060,1,1,23.9,6.81,8.48,348.8,4.4,70.20014,40.72906,-96.78798
2010357,NLA17_NE-10060,1,2,23.9,6.79,8.48,348.8,4.4,70.20014,40.72906,-96.78798
2010357,NLA17_NE-10060,1,3,23.9,7,8.5,348.8,4.4,70.20014,40.72906,-96.78798
2010357,NLA17_NE-10060,1,3.9,23.8,6.77,8.5,348.9,4.4,70.20014,40.72906,-96.78798
2010357,NLA17_NE-10060,1,0,NA,6.89,NA,NA,4.4,70.20014,40.72906,-96.78798
2010358,NLA17_NV-10243,1,0,19.2,15,8.35,459,2.7,11.55032,39.16358,-114.8142
2010358,NLA17_NV-10243,1,0.5,19.7,13.4,8.38,459,2.7,11.55032,39.16358,-114.8142
2010358,NLA17_NV-10243,1,1,19.7,13.9,8.38,458,2.7,11.55032,39.16358,-114.8142
2010358,NLA17_NV-10243,1,1.5,19.6,13.7,8.39,455,2.7,11.55032,39.16358,-114.8142
2010358,NLA17_NV-10243,1,0,19.7,14.7,8.39,459,2.7,11.55032,39.16358,-114.8142
2010358,NLA17_NV-10243,1,2,17.6,13.8,8.36,422,2.7,11.55032,39.16358,-114.8142
2010358,NLA17_NV-10243,1,2.2,17.4,13.4,8.35,410,2.7,11.55032,39.16358,-114.8142
2010359,NLA17_OK-10005,1,0.101,28.86,7.96,8.66,368.4,4.1,14.49196,34.72904,-97.77302
2010359,NLA17_OK-10005,1,0.972,28.474,8.11,8.66,364.8,4.1,14.49196,34.72904,-97.77302
2010359,NLA17_OK-10005,1,1.993,27.469,7.4,8.61,358.9,4.1,14.49196,34.72904,-97.77302
2010359,NLA17_OK-10005,1,2.996,25.976,4.83,8.05,364.1,4.1,14.49196,34.72904,-97.77302
2010359,NLA17_OK-10005,1,3.573,22.826,1.02,7.46,356.4,4.1,14.49196,34.72904,-97.77302
2010359,NLA17_OK-10005,1,0.103,28.919,7.91,8.64,368.8,4.1,14.49196,34.72904,-97.77302
2010360,NLA17_OK-10021,1,0.095,27.961,6.41,7.57,615.2,3.99,1.756904,34.64651,-98.00002
2010360,NLA17_OK-10021,1,1.009,27.844,6.14,7.58,614.1,3.99,1.756904,34.64651,-98.00002
2010360,NLA17_OK-10021,1,1.984,27.739,3.68,7.3,615.4,3.99,1.756904,34.64651,-98.00002
2010360,NLA17_OK-10021,1,2.998,23.657,0.4,7.01,594.1,3.99,1.756904,34.64651,-98.00002
2010360,NLA17_OK-10021,1,3.195,22.121,0.29,6.81,568.2,3.99,1.756904,34.64651,-98.00002
2010360,NLA17_OK-10021,1,0.106,28.031,6.3,7.63,616,3.99,1.756904,34.64651,-98.00002
2010361,NLA17_OK-10009,1,0.094,28.006,8.38,8.16,264.1,8.8,160.7371,34.28857,-97.16539
2010361,NLA17_OK-10009,1,0.999,27.926,8.44,8.25,263.7,8.8,160.7371,34.28857,-97.16539
2010361,NLA17_OK-10009,1,0.108,28.074,8.34,8.28,264.5,8.8,160.7371,34.28857,-97.16539
2010361,NLA17_OK-10009,1,2.002,27.729,7.72,8.16,264.4,8.8,160.7371,34.28857,-97.16539
2010361,NLA17_OK-10009,1,3.005,27.366,4.22,7.66,268.5,8.8,160.7371,34.28857,-97.16539
2010361,NLA17_OK-10009,1,4.013,26.828,2.26,7.39,269.5,8.8,160.7371,34.28857,-97.16539
2010361,NLA17_OK-10009,1,5.026,25.694,0.33,7.22,267.1,8.8,160.7371,34.28857,-97.16539
2010361,NLA17_OK-10009,1,6.009,23.728,0.28,7.15,263.1,8.8,160.7371,34.28857,-97.16539
2010361,NLA17_OK-10009,1,7.014,20.414,0.26,7.07,250.8,8.8,160.7371,34.28857,-97.16539
2010361,NLA17_OK-10009,1,8.018,19.526,0.27,7.04,253.9,8.8,160.7371,34.28857,-97.16539
2010361,NLA17_OK-10009,1,8.332,19.197,0.23,7.02,255.5,8.8,160.7371,34.28857,-97.16539
2010362,NLA17_SD-10039,1,0,18.6,10.3,8.9,824,2.1,1125.52,44.86906,-97.17948
2010362,NLA17_SD-10039,1,0.5,18.6,10.3,8.9,824,2.1,1125.52,44.86906,-97.17948
2010362,NLA17_SD-10039,1,1,18.6,10.3,8.9,824,2.1,1125.52,44.86906,-97.17948
2010362,NLA17_SD-10039,1,1.5,18.6,10.3,8.9,824,2.1,1125.52,44.86906,-97.17948
2010362,NLA17_SD-10039,1,1.6,18.6,10.3,8.9,824,2.1,1125.52,44.86906,-97.17948
2010362,NLA17_SD-10039,1,0,18.6,10.3,8.8,824,2.1,1125.52,44.86906,-97.17948
2010363,NLA17_DE-10004,1,0.1,25.9,10.7,7.7,142,1,23.8002,38.51997,-75.51112
2010363,NLA17_DE-10004,1,0.5,24.9,11.6,7.7,143,1,23.8002,38.51997,-75.51112
2010363,NLA17_DE-10004,1,0.1,26.1,11.5,7.7,142,1,23.8002,38.51997,-75.51112
2010364,NLA17_NC-10001,1,0,23.8,10.2,8.8,89,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,0.5,23.9,10.2,8.9,89,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,9,21.3,4.4,7,94,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,10,20.4,3.1,6.8,95,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,11,19.1,2.2,6.7,96,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,12,18.6,1.9,6.6,98,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,13,18.1,1.6,6.5,99,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,14,17.7,1.1,6.5,99,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,14.7,17.3,0.8,6.4,100,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,0,NA,10,NA,NA,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,1,23.8,10.2,8.9,89,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,2,23.8,10.2,8.9,89,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,3,23.6,9.2,8.2,90,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,4,23.2,7.4,7.8,91,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,5,22.5,6.1,7.5,92,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,6,22.2,6,7.4,93,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,7,22,5.7,7.2,93,15.2,1558.999,35.81465,-81.24485
2010364,NLA17_NC-10001,1,8,21.7,5.5,7.1,94,15.2,1558.999,35.81465,-81.24485
2010365,NLA17_PA-10006,1,0,25.1,8.58,8.28,341,4.6,397.2059,40.15586,-74.78839
2010365,NLA17_PA-10006,1,1,25.1,8.57,8.29,341,4.6,397.2059,40.15586,-74.78839
2010365,NLA17_PA-10006,1,2,25.1,8.53,8.27,341,4.6,397.2059,40.15586,-74.78839
2010365,NLA17_PA-10006,1,3,24.8,8.3,8.13,341,4.6,397.2059,40.15586,-74.78839
2010365,NLA17_PA-10006,1,4,24.7,7.92,8,341,4.6,397.2059,40.15586,-74.78839
2010365,NLA17_PA-10006,1,0,25.2,8.56,8.29,341,4.6,397.2059,40.15586,-74.78839
2010365,NLA17_PA-10006,1,4.1,24.7,7.86,7.97,341,4.6,397.2059,40.15586,-74.78839
2010366,NLA17_MO-10027,1,0,23.5,4.52,NA,NA,1.5,4.558194,38.84193,-91.24727
2010366,NLA17_MO-10027,1,0.5,23.5,4.38,NA,NA,1.5,4.558194,38.84193,-91.24727
2010366,NLA17_MO-10027,1,1,23.5,4.43,NA,NA,1.5,4.558194,38.84193,-91.24727
2010366,NLA17_MO-10027,1,0,23.5,4.43,NA,NA,1.5,4.558194,38.84193,-91.24727
2010367,NLA17_OR-10008,1,0,20.7,5.4,7.1,245,1.8,39.04864,44.54843,-123.3458
2010367,NLA17_OR-10008,1,0.5,20.7,5.4,7.1,245,1.8,39.04864,44.54843,-123.3458
2010367,NLA17_OR-10008,1,1,20.6,5.4,7.2,245,1.8,39.04864,44.54843,-123.3458
2010367,NLA17_OR-10008,1,1.3,20.6,5.4,7.2,245,1.8,39.04864,44.54843,-123.3458
2010367,NLA17_OR-10008,1,0,20.8,5.5,7.2,245,1.8,39.04864,44.54843,-123.3458
2010368,NLA17_TX-10070,1,0.28,30.3,4.3,8.05,1963,1.2,12.82016,26.14016,-97.39058
2010368,NLA17_TX-10070,1,0.51,30.1,4.27,8.05,1964,1.2,12.82016,26.14016,-97.39058
2010368,NLA17_TX-10070,1,0.997,30,5.3,8.26,1965,1.2,12.82016,26.14016,-97.39058
2010368,NLA17_TX-10070,1,0.282,30.3,4.32,8.04,1963,1.2,12.82016,26.14016,-97.39058
2010369,NLA17_NE-10041,1,0.1,25,10.7,9.1,238.4,2.9,52.77777,40.57928,-96.84481
2010369,NLA17_NE-10041,1,0.5,24.9,10.6,9.1,238.5,2.9,52.77777,40.57928,-96.84481
2010369,NLA17_NE-10041,1,1,24.2,8.6,9,240.5,2.9,52.77777,40.57928,-96.84481
2010369,NLA17_NE-10041,1,1.5,24.1,8.3,9,241.3,2.9,52.77777,40.57928,-96.84481
2010369,NLA17_NE-10041,1,2,24.1,8.2,9,241.3,2.9,52.77777,40.57928,-96.84481
2010369,NLA17_NE-10041,1,2.4,24,7.8,8.9,241.6,2.9,52.77777,40.57928,-96.84481
2010369,NLA17_NE-10041,1,0.1,25,10.7,9.1,238.4,2.9,52.77777,40.57928,-96.84481
2010370,NLA17_ND-10017,1,0,18.4,4.3,8.58,3863,3.1,3.787581,46.54361,-104.0277
2010370,NLA17_ND-10017,1,0.5,18.4,4.1,8.58,3864,3.1,3.787581,46.54361,-104.0277
2010370,NLA17_ND-10017,1,1,18.3,4.1,8.57,3864,3.1,3.787581,46.54361,-104.0277
2010370,NLA17_ND-10017,1,1.5,18.3,4.1,8.58,3863,3.1,3.787581,46.54361,-104.0277
2010370,NLA17_ND-10017,1,2,18.3,4.1,8.58,3864,3.1,3.787581,46.54361,-104.0277
2010370,NLA17_ND-10017,1,0,18.5,4.3,8.56,3864,3.1,3.787581,46.54361,-104.0277
2010370,NLA17_ND-10017,1,2.5,17.6,2.2,8.56,3864,3.1,3.787581,46.54361,-104.0277
2010370,NLA17_ND-10017,1,2.6,17.5,1.5,8.54,3864,3.1,3.787581,46.54361,-104.0277
2010371,NLA17_IA-10004,1,0,21.7,8.9,9.1,409,2.2,20.67339,43.46132,-95.17251
2010371,NLA17_IA-10004,1,0.5,21.7,8.9,9.1,409,2.2,20.67339,43.46132,-95.17251
2010371,NLA17_IA-10004,1,1,21.7,8.9,9.1,409,2.2,20.67339,43.46132,-95.17251
2010371,NLA17_IA-10004,1,1.5,21.6,8.9,9.1,409,2.2,20.67339,43.46132,-95.17251
2010371,NLA17_IA-10004,1,1.7,21.6,8.8,9.1,409,2.2,20.67339,43.46132,-95.17251
2010371,NLA17_IA-10004,1,0,NA,8.9,NA,NA,2.2,20.67339,43.46132,-95.17251
2010372,NLA17_UT-10010,1,0,20.99,15.25,9.66,401,3.5,48.53105,38.62494,-112.4333
2010372,NLA17_UT-10010,1,0.5,20.99,15.36,9.7,401.1,3.5,48.53105,38.62494,-112.4333
2010372,NLA17_UT-10010,1,1,20.28,15.4,9.66,400.5,3.5,48.53105,38.62494,-112.4333
2010372,NLA17_UT-10010,1,1.5,20.23,15.29,9.55,418.2,3.5,48.53105,38.62494,-112.4333
2010372,NLA17_UT-10010,1,2,20.12,14.13,9.09,475.3,3.5,48.53105,38.62494,-112.4333
2010372,NLA17_UT-10010,1,2.5,18.94,12.66,8.75,515.6,3.5,48.53105,38.62494,-112.4333
2010372,NLA17_UT-10010,1,3,17.62,3.06,8.33,548.1,3.5,48.53105,38.62494,-112.4333
2010372,NLA17_UT-10010,1,0,20.84,15.31,9.55,401.2,3.5,48.53105,38.62494,-112.4333
2010373,NLA17_LA-10002,1,0.1,29.35,9.11,8.47,44.7,6.2,652.3204,31.3165,-92.73712
2010373,NLA17_LA-10002,1,1.1,28.72,9.24,8.55,44.4,6.2,652.3204,31.3165,-92.73712
2010373,NLA17_LA-10002,1,2.1,28.04,8.61,8.06,43.9,6.2,652.3204,31.3165,-92.73712
2010373,NLA17_LA-10002,1,3.1,27.44,5.96,7.17,44,6.2,652.3204,31.3165,-92.73712
2010373,NLA17_LA-10002,1,4.1,27.29,5.4,6.88,44,6.2,652.3204,31.3165,-92.73712
2010373,NLA17_LA-10002,1,5.1,27.04,3.64,6.64,44.5,6.2,652.3204,31.3165,-92.73712
2010373,NLA17_LA-10002,1,5.8,26.76,0,6.34,43.7,6.2,652.3204,31.3165,-92.73712
2010374,NLA17_SD-10002,1,0,18.9,8.2,8.7,2481,7,23.02535,45.45708,-97.67268
2010374,NLA17_SD-10002,1,1.1,18.9,8.2,8.7,2479,7,23.02535,45.45708,-97.67268
2010374,NLA17_SD-10002,1,2,18.9,8.3,8.7,2480,7,23.02535,45.45708,-97.67268
2010374,NLA17_SD-10002,1,3,18.9,8.2,8.7,2479,7,23.02535,45.45708,-97.67268
2010374,NLA17_SD-10002,1,4.1,18.9,8.2,8.7,2479,7,23.02535,45.45708,-97.67268
2010374,NLA17_SD-10002,1,5,18.9,8.2,8.7,2479,7,23.02535,45.45708,-97.67268
2010374,NLA17_SD-10002,1,6,18.9,8.2,8.7,2479,7,23.02535,45.45708,-97.67268
2010374,NLA17_SD-10002,1,6.5,18.9,1.7,8.5,2477,7,23.02535,45.45708,-97.67268
2010374,NLA17_SD-10002,1,0,18.9,8.1,8.7,2481,7,23.02535,45.45708,-97.67268
2010375,NLA17_OH-10027,1,0,21.8,5.42,6.84,134.7,2.5,16.22573,40.79017,-80.98123
2010375,NLA17_OH-10027,1,1,21.7,4.99,6.81,134.8,2.5,16.22573,40.79017,-80.98123
2010375,NLA17_OH-10027,1,2,20.8,0.14,6.52,139.2,2.5,16.22573,40.79017,-80.98123
2010375,NLA17_OH-10027,1,0,21.9,5.29,6.76,134.7,2.5,16.22573,40.79017,-80.98123
2010376,NLA17_AZ-10012,1,0.1,23.3,11.2,8.8,209,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,1,23.1,11.1,8.9,209,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,10,9.6,0.3,8.6,231,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,11,9.4,0.2,8.7,233,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,12,9.3,0.1,8.6,233,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,13,9.2,0.1,8.6,233,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,14,9.1,0.1,8.6,233,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,15,9.1,0.1,8.6,233,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,16,9.1,0,8.5,234,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,16.7,9.1,0,8.5,234,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,0.1,NA,11.5,NA,NA,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,2,22.9,10.9,8.9,209,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,3,22.8,11.1,8.9,209,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,4,22.1,10.7,9,213,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,5,18.7,8.7,8.7,223,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,6,15.1,4.3,8.6,227,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,7,12.6,0.5,8.8,228,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,8,10.7,0.3,8.9,230,16.7,52.09382,31.42463,-110.4522
2010376,NLA17_AZ-10012,1,9,10,0.3,8.8,231,16.7,52.09382,31.42463,-110.4522
2010377,NLA17_PA-10003,1,0,23.3,8.8,7.69,105,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,1,23.3,8.8,7.69,105,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,10,14.4,6.9,6.67,108,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,11,12.4,6.8,6.54,107,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,12,11,6.7,6.5,108,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,13,9.9,6.7,6.48,108,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,14,9.4,6.8,6.48,108,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,15,9.2,6.8,6.49,107,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,16,8.9,6.8,6.49,107,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,17,8.7,6.9,6.48,107,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,18,8.5,7.1,6.48,107,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,19,8.3,7.3,6.5,107,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,2,23.3,8.8,7.69,105,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,19.6,8.3,7.4,6.51,107,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,3,23.2,8.8,7.68,105,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,0,23.4,8.4,7.67,104,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,4,23.2,8.8,7.68,105,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,5,23.1,8.8,7.67,105,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,6,21.6,9,7.41,102,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,7,19.8,8.9,7.19,103,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,8,17.6,8.6,6.92,107,20.1,448.9603,40.86164,-75.61191
2010377,NLA17_PA-10003,1,9,15.8,7.7,6.77,108,20.1,448.9603,40.86164,-75.61191
2010378,NLA17_NV-10002,2,0,23.6,8.7,8.87,700,1.9,72.28422,38.39816,-115.1171
2010378,NLA17_NV-10002,2,0.5,22.7,8.2,8.87,722,1.9,72.28422,38.39816,-115.1171
2010378,NLA17_NV-10002,2,1,22.7,8.5,8.83,719,1.9,72.28422,38.39816,-115.1171
2010378,NLA17_NV-10002,2,1.4,22.6,8.5,8.84,716,1.9,72.28422,38.39816,-115.1171
2010378,NLA17_NV-10002,2,0,23.6,8.2,8.87,703,1.9,72.28422,38.39816,-115.1171
2010379,NLA17_KS-HP001,1,0.2,26.43,7.69,8.47,240,7.7,28.55817,37.09209,-96.798912
2010379,NLA17_KS-HP001,1,1,26.4,7.67,8.47,240,7.7,28.55817,37.09209,-96.798912
2010379,NLA17_KS-HP001,1,2,26.32,7.61,8.45,241,7.7,28.55817,37.09209,-96.798912
2010379,NLA17_KS-HP001,1,3,26.3,7.54,8.44,241,7.7,28.55817,37.09209,-96.798912
2010379,NLA17_KS-HP001,1,4,26.28,7.5,8.44,241,7.7,28.55817,37.09209,-96.798912
